Iteration,readAccel,readGyro,getClickSense,getClickBLE,applyCalibration,sensorFusion,mouseMove,ax,ay,dx,dy
520,931,909,26,0,18,12,305,0,0,1,0
521,927,909,24,0,18,12,295,0,0,1,0
522,930,909,26,1,17,12,296,0,0,0,0
523,927,909,24,0,17,11,295,0,0,0,0
524,930,909,27,1,17,12,296,0,0,0,0
525,940,909,23,0,18,13,305,0.12,-0.49,0,-3
526,942,912,27,1,17,13,305,0.11,-0.48,1,-6
527,946,914,25,0,18,13,303,0.12,-0.58,2,-10
528,942,912,27,1,17,13,305,0,-0.66,1,-13
529,962,928,26,0,17,12,312,0,-0.38,1,-13
530,945,912,27,0,18,12,305,0,-0.51,1,-15
531,955,914,26,1,17,13,306,0.1,-0.45,1,-15
532,942,912,27,0,17,12,303,0.15,-0.45,2,-16
533,943,929,37,1,18,13,337,0,-0.47,2,-16
534,963,928,28,1,17,13,306,0.12,-0.65,2,-18
535,946,928,26,0,17,13,319,0.18,-0.72,3,-20
536,961,930,29,1,17,13,306,0,-0.51,2,-20
537,947,913,26,0,17,13,329,0.15,-0.52,3,-20
538,958,920,29,1,18,13,307,0.11,-0.47,3,-20
539,941,927,26,1,20,14,338,0.13,-0.51,3,-20
540,960,919,28,1,17,13,306,0,-0.54,3,-20
541,947,913,26,0,18,13,311,0.18,-0.51,3,-20
542,942,914,29,1,17,13,328,0.16,-0.47,4,-20
543,941,912,26,0,18,13,303,0.15,-0.46,4,-19
544,942,918,34,0,19,13,338,0.12,-0.57,4,-20
545,943,912,27,1,17,13,311,0,-0.51,3,-20
546,946,912,28,1,17,13,305,0,-0.52,3,-20
547,945,912,25,1,17,13,304,0.13,-0.72,3,-22
548,942,912,28,1,17,12,305,0.15,-0.8,3,-24
549,943,912,26,1,17,13,312,0.11,-0.63,4,-24
550,942,912,28,1,17,12,303,0,-0.54,3,-23
551,946,912,25,0,17,13,303,0.17,-0.6,3,-23
552,942,912,29,1,17,13,305,0,-0.35,3,-21
553,947,913,26,0,18,13,311,0,-0.43,2,-20
554,945,914,27,1,18,13,304,0,-0.39,2,-19
555,946,912,25,1,17,13,303,0,-0.3,1,-18
556,945,912,27,0,17,12,305,0,-0.41,1,-17
557,947,913,25,1,17,13,312,0,-0.8,1,-20
558,956,915,29,0,18,13,310,0,-0.5,0,-20
559,946,912,26,1,17,13,305,-0.14,-0.43,0,-19
560,944,913,29,1,18,13,307,0,-0.39,0,-19
561,947,913,26,0,18,13,311,0,-0.7,0,-20
562,960,915,27,0,17,13,305,0.11,-0.65,0,-21
563,941,912,25,0,18,13,303,0,-0.41,0,-20
564,948,917,27,1,17,12,309,0,-0.24,0,-18
565,946,912,26,1,17,12,312,0,-0.41,0,-18
566,948,913,27,0,17,12,305,0,-0.45,0,-18
567,945,912,25,1,18,12,304,0,-0.38,0,-17
568,967,921,27,1,17,12,304,0.1,-0.31,0,-16
569,943,912,28,0,18,13,311,0.12,0.28,1,-10
570,958,916,29,1,17,12,306,0,0.18,1,-7
571,946,912,26,0,17,13,306,0,0,1,-5
572,930,909,28,1,18,13,296,0,-0.21,0,-6
573,946,912,27,1,17,13,308,0,-0.56,0,-9
574,946,923,30,1,20,13,329,0,0.57,0,-3
575,964,928,27,1,17,13,306,0.12,0.8,0,3
576,945,927,40,0,21,14,313,0.12,0.9,1,10
577,955,916,26,1,17,13,304,0,0.99,1,16
578,947,913,29,1,17,13,319,0,-0.92,1,5
579,945,916,27,1,19,13,323,0.14,-1.19,1,-5
580,941,925,39,1,19,13,335,0,-1.18,1,-13
581,963,928,26,1,17,12,314,0,-1.07,1,-19
582,944,912,28,1,17,13,323,0,1.2,0,-5
583,946,915,26,1,17,13,337,0,1.12,0,4
584,943,912,28,1,17,13,309,0,0.86,0,10
585,946,926,27,1,17,12,326,0,0.57,0,12
586,945,912,29,1,17,12,305,-0.13,0.41,-1,13
587,943,911,27,0,17,13,323,0,-1.17,0,1
588,944,912,28,1,18,13,312,0,-0.9,0,-6
589,947,912,25,1,18,12,333,0,-0.31,0,-7
590,946,912,29,1,17,12,303,0,0.24,0,-3
591,946,912,25,0,17,13,315,0,0.28,0,0
592,946,912,29,1,18,12,304,0,0,0,0
593,928,909,25,0,18,13,297,0,-0.31,0,-3
594,946,912,29,1,17,12,306,0,-0.71,0,-8
595,960,914,27,1,17,12,311,0,0.82,0,0
596,946,912,28,1,17,12,303,0,1.28,0,10
597,948,913,26,0,18,13,313,0,1.37,0,19
598,943,912,29,1,18,12,313,0,1.26,0,25
599,943,912,26,0,17,12,311,0,1.03,0,28
600,944,912,28,0,18,13,322,0.23,-0.77,1,16
601,966,922,26,0,18,13,304,0,-0.33,1,10
602,946,912,29,0,17,13,306,0,-0.14,1,7
603,948,913,26,1,17,13,304,0.1,0.22,1,7
604,942,912,30,1,18,14,311,0.12,-0.28,2,3
605,955,916,26,0,17,12,305,0,-0.47,1,0
606,957,915,27,1,18,13,306,0,-0.57,1,-5
607,965,925,26,1,18,13,302,0,-0.68,1,-9
608,945,912,28,0,17,13,306,0,-0.86,0,-14
609,947,924,27,1,17,12,332,0,-0.82,0,-18
610,963,929,27,0,17,13,305,0,-0.84,0,-21
611,946,924,27,1,18,13,328,0,-0.79,0,-23
612,968,931,29,1,17,12,305,0,-0.8,0,-25
613,947,913,26,0,18,13,323,0,-1.16,0,-29
614,960,919,28,1,17,12,316,0,-1.05,0,-31
615,943,913,29,1,19,12,353,0.13,-1,1,-33
616,960,919,29,1,17,13,315,0,-0.63,0,-31
617,947,913,25,1,18,13,313,0,0.59,0,-20
618,945,915,27,0,18,13,331,0,0.61,0,-11
619,946,912,26,1,17,12,304,0,0.66,0,-4
620,945,931,30,1,17,12,325,0,0.76,0,2
621,947,913,25,0,18,12,310,-0.13,0.84,-1,8
622,942,912,29,1,18,13,305,-0.18,0.77,-2,13
623,941,912,26,0,17,12,304,-0.19,0.7,-3,16
624,942,912,29,0,18,13,304,-0.27,0.64,-4,18
625,943,912,25,1,17,12,310,-0.72,0,-9,14
626,947,913,27,1,17,13,304,-0.79,-0.15,-14,10
627,941,912,26,0,17,13,304,-0.89,-0.33,-18,5
628,942,912,28,1,17,13,304,-0.89,-0.47,-21,0
629,943,912,25,0,17,13,311,-0.89,-0.5,-24,-3
630,959,919,29,1,17,13,306,-0.84,-0.56,-26,-7
631,941,912,26,1,17,12,304,-0.8,-0.58,-27,-10
632,943,912,29,1,17,13,305,-0.75,-0.56,-28,-12
633,943,912,26,1,17,13,311,-0.64,-0.15,-27,-11
634,956,917,29,1,18,13,305,-0.63,-0.21,-27,-10
635,941,912,26,1,18,13,304,-0.52,-0.26,-25,-10
636,958,917,29,0,18,13,305,-0.5,-0.2,-24,-10
637,943,912,26,1,17,13,312,0,0.16,-19,-6
638,947,922,29,0,17,13,306,0,0.3,-15,-3
639,945,912,26,0,18,13,304,0.13,0.29,-11,0
640,958,916,29,0,18,13,304,0.29,0.26,-6,2
641,944,914,25,1,18,13,309,0.53,0.15,-1,2
642,942,912,29,1,17,13,307,0.53,0.28,3,4
643,954,917,27,1,17,13,303,0.64,0.29,7,5
644,942,912,28,1,17,13,332,0.57,0.31,10,7
645,944,912,25,1,18,13,309,0.66,0.34,13,8
646,942,912,30,1,17,13,309,0.68,0.14,16,8
647,944,913,27,1,17,13,303,0.6,0,17,6
648,947,913,29,1,18,13,304,0.55,0,18,5
649,959,919,26,0,18,12,303,0.47,0,18,4
650,949,913,29,1,17,13,312,0,-1.23,15,-6
651,941,912,26,1,17,12,311,0,-1.27,12,-15
652,944,912,28,1,18,13,314,0,-1.04,9,-20
653,941,912,26,1,18,14,345,-0.17,-0.84,6,-23
654,943,912,30,0,18,13,315,0,-0.8,5,-24
655,947,913,26,1,17,13,306,0,-0.76,4,-26
656,945,912,27,0,17,12,305,0,-0.78,3,-27
657,946,912,26,1,17,12,304,0,-0.81,2,-28
658,946,912,27,1,17,13,312,0,-0.97,2,-30
659,949,917,25,1,18,13,307,-0.15,-0.91,0,-31
660,942,912,27,1,17,13,312,-0.11,-0.86,0,-32
661,941,927,27,1,18,13,312,0,-0.8,0,-32
662,947,913,30,1,17,13,313,0,-0.2,0,-27
663,945,912,26,0,18,12,304,0,-0.13,0,-22
664,946,912,28,1,17,12,306,0,0,0,-18
665,930,909,25,1,17,12,298,0,0,0,-14
666,932,909,27,0,18,12,306,0,0,0,-11
667,927,909,24,0,18,12,296,0,0,0,-9
668,930,909,27,1,17,12,296,0,0.11,0,-6
669,944,912,26,1,18,12,304,0,0.11,0,-4
670,949,913,27,1,17,12,312,0,0,0,-3
671,943,912,25,0,17,13,297,0.53,0.77,4,3
672,942,912,29,1,17,13,305,0.3,-0.22,5,0
673,942,911,26,0,18,13,304,0,0,4,0
674,930,909,28,0,18,13,297,0,0,3,0
675,930,922,26,1,18,10,329,0,0,0,0
676,932,909,26,1,17,10,297,0,0,0,0
677,928,925,24,1,18,11,304,0,0,0,0
678,938,909,26,1,18,10,294,0,0,0,0
679,929,909,24,1,18,10,326,0,0,0,0
680,946,913,26,0,18,10,296,0,0,0,0
681,927,922,25,1,19,10,315,0,0,0,0
682,931,910,26,0,18,11,295,0,0,0,0
683,928,925,23,1,17,12,302,0,0,0,0
684,931,924,26,0,18,10,304,0,0,0,0
685,927,909,24,1,18,10,296,0,0,0,0
686,931,910,26,0,18,9,295,0,0,0,0
687,927,909,24,1,18,10,300,0,0,0,0
688,931,911,27,1,18,10,295,0,0,0,0
689,929,909,24,0,17,10,305,0,0,0,0
690,936,919,27,1,18,10,298,0,0,0,0
691,927,909,24,0,18,9,296,0,0,0,0
692,930,909,27,1,18,10,297,0,0,0,0
693,929,909,24,1,17,10,305,0,0,0,0
694,931,909,26,1,17,10,298,0,0,0,0
695,927,909,24,1,18,10,296,0,0,0,0
696,933,909,26,0,18,9,298,0,0,0,0
697,927,909,24,1,18,10,296,0,0,0,0
698,931,913,26,1,18,12,305,0,0,0,0
699,927,909,24,0,18,11,296,0,0,0,0
700,947,911,26,1,18,12,294,0,0,0,0
701,927,909,24,0,18,13,295,0.15,0.11,1,0
702,943,932,29,0,18,13,313,-0.16,0,0,0
703,964,922,26,0,18,13,305,-0.14,0,-1,0
704,945,915,29,0,18,12,306,-0.14,0,-2,0
705,947,913,26,0,18,12,306,0,0,-1,0
706,928,909,26,1,18,12,295,-0.1,0,-2,0
707,966,928,26,0,17,12,312,0,0,-1,0
708,928,924,30,0,18,13,319,0,0,-1,0
709,948,913,23,0,17,11,296,0,0,-1,0
710,928,925,27,1,18,13,305,0,0.1,0,0
711,948,918,25,0,18,13,311,0,0,0,0
712,930,909,28,0,17,12,332,0,0,0,0
713,946,913,24,1,17,11,295,0,0,0,0
714,927,924,36,0,19,12,311,0,0,0,0
715,943,915,24,1,18,11,295,0,0,0,0
716,929,909,27,1,17,12,305,0,0,0,0
717,930,911,24,1,17,12,306,0,-0.1,0,0
718,944,912,28,1,18,13,303,0,-0.13,0,-1
719,947,922,34,0,17,12,349,0,-0.2,0,-2
720,945,912,30,1,18,12,314,0,0,0,-2
721,932,910,25,1,18,13,299,0,0,0,-1
722,927,909,26,1,18,13,297,0,0,0,-1
723,930,910,24,0,18,10,305,0,0,0,0
724,929,909,27,1,18,12,305,0,-0.1,0,0
725,946,912,25,0,17,11,304,0,0,0,0
726,930,909,28,1,18,12,296,0,-0.11,0,-1
727,946,912,25,0,17,12,306,0,-0.13,0,-2
728,945,912,28,1,17,12,305,0,-0.12,0,-2
729,948,913,25,0,18,13,313,0.12,0,0,-2
730,945,912,27,1,17,13,305,0.12,0.12,1,0
731,949,915,25,0,18,13,304,0.14,0,2,0
732,947,913,28,1,17,12,305,0.13,0,3,0
733,962,916,27,1,18,12,313,0,0,2,0
734,931,909,26,1,17,12,296,0,0,1,0
735,928,909,24,0,18,13,294,0,0,1,0
736,930,909,27,1,17,12,296,0,0,1,0
737,931,909,24,0,18,12,297,0,0,0,0
738,947,913,26,1,17,11,306,0,0,0,0
739,943,923,29,0,19,12,312,0,0,0,0
740,948,913,26,0,18,12,295,0,0,0,0
741,927,926,24,1,18,12,295,0,0,0,0
742,946,914,26,0,18,10,304,0,0,0,0
743,927,925,37,0,20,13,310,0,0,0,0
744,946,912,26,1,17,11,296,0,0,0,0
745,941,928,24,1,18,12,309,0,0,0,0
746,947,911,26,0,18,9,295,0,0,0,0
747,929,909,24,0,18,9,305,0,0,0,0
748,930,910,27,1,18,10,313,0,0,0,0
749,927,909,24,0,17,12,296,0,0,0,0
750,930,924,26,1,17,12,326,0,0,0,0
751,927,909,24,1,18,12,297,0,0,0,0
752,931,910,26,1,17,10,305,0,0,0,0
753,927,909,24,1,18,10,296,0,0,0,0
754,930,909,26,0,18,10,295,0,0,0,0
755,927,909,24,1,18,10,296,0,0,0,0
756,931,910,26,1,18,10,305,0,0,0,0
757,927,909,24,0,17,9,294,0,0,0,0
758,930,909,26,1,18,10,295,0,0,0,0
759,927,909,24,0,17,10,296,0,0,0,0
760,930,909,27,1,18,10,295,0,0,0,0
761,929,909,24,0,17,10,305,0,0,0,0
762,930,909,27,1,18,10,295,0,0,0,0
763,927,909,24,0,18,9,296,0,0,0,0
764,930,909,27,1,18,10,296,0,0,0,0
765,929,909,24,1,17,10,305,0,0,0,0
766,930,909,26,1,18,10,294,0,0,0,0
767,927,909,24,0,18,9,296,0,0,0,0
768,935,909,26,0,18,10,293,0,0,0,0
769,927,909,24,0,18,10,296,0,0,0,0
770,931,927,27,1,17,10,310,0,0,0,0
771,929,909,24,1,18,10,297,0,0,0,0
772,930,911,26,1,17,10,294,0,0,0,0
773,934,909,24,1,17,10,295,0,0,0,0
774,945,915,26,1,18,10,294,0,0,0,0
775,929,927,25,1,19,10,310,0,0,0,0
776,930,917,26,0,18,9,297,0,0,0,0
777,929,927,28,0,19,9,296,0,0,0,0
778,930,909,26,1,18,10,300,0,0,0,0
779,929,909,24,0,17,10,305,0,0,0,0
780,930,909,27,1,18,10,295,0,0,0,0
781,927,909,24,1,18,10,297,0,0,0,0
782,930,909,27,1,18,10,296,0,0,0,0
783,927,913,24,0,17,10,300,0,0,0,0
784,931,910,26,0,17,9,305,0,0,0,0
785,927,909,24,0,17,10,296,0,0,0,0
786,930,909,27,1,18,10,296,0,0,0,0
787,927,909,24,0,17,10,296,0,0,0,0
788,931,910,26,0,18,9,305,0,0,0,0
789,930,910,23,1,17,10,298,0,0,0,0
790,930,909,27,1,18,10,296,0,0,0,0
791,927,909,25,1,18,10,296,0,0,0,0
792,930,909,27,1,18,10,295,0,0,0,0
793,944,912,24,1,18,10,305,0,0,0,0
794,936,909,26,1,18,10,296,0,0,0,0
795,944,913,24,1,18,10,294,0,0,0,0
796,930,909,27,1,18,10,296,0,0,0,0
797,928,909,24,1,18,10,293,0,0,0,0
798,932,909,26,0,18,9,305,0,0,0,0
799,927,923,33,0,21,10,312,0,0,0,0
800,948,911,26,1,17,10,295,0,0,0,0
801,937,922,32,1,18,10,310,0,0,0,0
802,937,913,26,0,18,9,319,0,0,0,0
803,927,909,24,0,18,9,297,0,0,0,0
804,930,926,27,0,18,10,320,0,0,0,0
805,927,909,24,0,18,9,300,0,0,0,0
806,930,926,26,0,17,10,331,0,0,0,0
807,929,909,24,1,17,10,304,0,0,0,0
808,930,909,27,1,18,10,295,0,0,0,0
809,927,909,24,1,18,9,296,0,0,0,0
810,930,910,26,0,18,11,295,0,0,0,0
811,929,909,24,1,18,10,304,0,0,0,0
812,932,909,26,0,17,9,296,0,0,0,0
813,927,909,24,0,18,9,296,0,0,0,0
814,932,910,26,0,18,9,303,0,0,0,0
815,927,909,24,1,18,9,296,0,0,0,0
816,931,910,26,1,18,10,305,0,0,0,0
817,930,909,24,1,18,10,296,0,0,0,0
818,943,911,26,0,17,10,295,0,0,0,0
819,932,909,24,0,18,10,296,0,0,0,0
820,941,911,26,1,17,10,294,0,0,0,0
821,929,910,24,0,18,9,305,0,0,0,0
822,930,909,27,1,18,10,306,0,0,0,0
823,940,913,24,1,18,10,295,0,0,0,0
824,930,922,27,1,18,10,324,0,0,0,0
825,929,910,24,1,18,9,304,0,0,0,0
826,930,909,27,1,18,10,297,0,0,0,0
827,927,909,24,1,19,10,326,0,0,0,0
828,930,909,26,1,17,10,295,0,0,0,0
829,927,927,30,1,18,9,318,0,0,0,0
830,931,910,26,1,18,10,305,0,0,0,0
831,927,909,24,0,18,9,296,0,0,0,0
832,930,909,27,1,18,10,296,0,0,0,0
833,927,909,24,1,18,9,296,0,0,0,0
834,930,909,27,1,18,10,295,0,0,0,0
835,929,909,24,0,18,9,305,0,0,0,0
836,930,909,27,1,18,10,295,0,0,0,0
837,927,909,24,0,17,10,296,0,0,0,0
838,930,909,27,1,18,10,296,0,0,0,0
839,944,912,24,0,17,12,304,0,-0.1,0,0
840,946,912,28,1,18,12,306,0,0,0,0
841,931,909,26,1,17,12,295,0,0,0,0
842,930,909,27,1,18,12,296,0,0,0,0
843,939,909,24,0,17,12,296,0,0.11,0,0
844,948,917,29,1,17,12,312,0,0,0,0
845,930,922,25,0,18,9,306,0,0,0,0
846,936,909,27,1,18,10,295,0,0,0,0
847,927,910,24,1,18,10,293,0,0,0,0
848,931,910,26,1,17,13,305,0.58,0.39,4,3
849,942,912,25,0,17,13,312,0.17,-0.11,5,1
850,943,931,30,1,21,13,333,0.13,0,5,1
851,947,925,26,1,17,12,303,0,0.45,4,4
852,946,930,38,1,19,13,302,-0.31,-0.1,0,2
853,943,912,26,0,17,12,311,0,0,0,2
854,931,909,27,1,18,13,298,0,0,0,1
855,927,909,24,1,17,12,295,0,0,0,1
856,930,909,27,1,17,12,296,0,0,0,1
857,929,909,24,0,18,13,305,0.11,0,0,0
858,950,915,27,1,17,13,308,0.11,0,1,0
859,945,912,25,1,18,10,302,0,0,0,0
860,930,910,26,0,18,11,296,0.13,0,1,0
861,945,912,26,0,18,9,305,0,0,0,0
862,950,916,28,0,18,11,306,0,0,0,0
863,927,909,24,1,18,12,296,0.12,0,0,0
864,967,929,27,1,17,12,304,0.11,0,1,0
865,945,912,25,0,18,12,303,0,0,1,0
866,932,910,26,1,18,13,305,0,0,1,0
867,927,909,24,0,18,13,296,0,0,0,0
868,947,911,26,1,17,12,293,0,-0.11,0,0
869,944,912,26,1,17,12,305,0,0,0,0
870,949,916,27,0,17,11,295,0,0,0,0
871,946,909,24,1,17,11,304,0.13,0,1,0
872,947,913,29,1,18,12,337,0.12,0,1,0
873,962,925,25,0,17,12,303,0.14,0,2,0
874,947,926,41,1,20,12,334,0,0,2,0
875,934,910,24,0,18,12,304,0,0,1,0
876,930,914,26,0,18,12,297,0,-0.13,1,-1
877,961,917,26,1,17,13,307,0,-0.26,1,-2
878,947,913,27,1,17,12,330,0,-0.26,0,-4
879,962,916,25,1,18,13,305,0,-0.24,0,-5
880,949,913,30,1,18,13,312,0,-0.17,0,-5
881,944,913,26,1,18,13,332,0,-0.19,0,-6
882,947,913,29,1,17,12,305,0,-0.2,0,-6
883,945,926,29,0,19,12,343,0,-0.22,0,-6
884,949,913,30,1,18,13,311,0.14,0,1,-5
885,945,912,26,0,17,12,311,0.13,0,1,-4
886,947,913,28,1,17,12,306,0.11,0,2,-3
887,945,913,25,1,17,13,325,0.11,0,2,-2
888,949,913,29,1,17,13,311,-0.15,0.14,1,-1
889,942,928,25,0,18,13,305,0,0,0,0
890,931,909,27,0,18,13,297,0,-0.11,0,-1
891,944,912,26,1,17,12,304,0,0,0,-1
892,932,910,27,0,18,12,298,0,0,0,-1
893,932,909,24,0,17,12,310,0,0,0,0
894,930,909,27,1,18,12,295,0,0,0,0
895,927,910,24,1,17,12,295,0,0,0,0
896,930,909,27,1,18,12,296,0,0,0,0
897,945,912,24,0,18,11,304,0,0,0,0
898,930,909,26,1,17,11,297,0,0,0,0
899,942,911,23,1,17,11,295,0,0,0,0
900,930,909,27,1,17,11,295,0,0,0,0
901,944,912,24,1,18,12,294,0.13,0,1,0
902,949,913,30,0,18,13,311,0.19,0,2,0
903,960,918,26,0,18,13,304,0.19,0,3,0
904,947,913,29,1,17,13,306,0.18,0,4,0
905,960,918,26,1,18,12,303,0.14,0,4,0
906,964,927,30,1,17,12,311,0,0.25,3,1
907,944,912,27,0,18,13,308,0,0,2,1
908,952,918,27,1,17,10,298,0,0,0,0
909,927,909,24,0,17,11,317,0,0,0,0
910,931,909,26,1,18,10,296,0,0,0,0
911,930,909,23,1,17,12,305,0,0,0,0
912,930,913,28,1,21,12,330,0,0,0,0
913,927,909,24,1,18,12,295,0,0,0,0
914,930,922,27,0,19,12,312,0,0,0,0
915,929,909,25,1,17,10,305,0,0,0,0
916,930,910,26,0,18,10,303,0,0,0,0
917,927,909,24,0,18,10,294,0,0,0,0
918,930,911,26,1,18,12,328,0,0,0,0
919,927,909,24,1,18,12,294,0,0,0,0
920,931,910,26,1,17,11,305,0,0,0,0
921,927,909,24,1,18,12,295,0.11,0,0,0
922,947,913,28,1,17,12,304,0,0,0,0
923,928,909,24,0,18,12,295,0,0,0,0
924,935,909,27,1,17,11,308,0,0,0,0
925,927,909,24,1,18,12,296,0,0,0,0
926,930,909,26,0,18,10,296,0,0,0,0
927,927,909,24,1,18,10,295,0,0,0,0
928,930,909,27,1,17,12,296,0,0,0,0
929,929,909,25,1,17,11,306,0,0,0,0
930,942,911,26,0,17,11,296,0,0,0,0
931,927,909,24,0,18,12,296,0,0,0,0
932,932,909,26,0,17,11,294,0,0,0,0
933,929,909,24,0,17,12,305,0.15,0,1,0
934,965,929,29,1,18,12,305,0.15,0,2,0
935,945,912,26,1,18,12,303,0,0,1,0
936,942,912,26,1,17,12,294,-0.13,0,0,0
937,945,912,26,0,18,12,307,0,0,0,0
938,933,909,26,0,17,12,324,0.12,0.11,0,0
939,942,912,25,0,17,13,303,0.15,0.12,1,1
940,942,928,44,0,22,14,335,0.12,0,2,1
941,948,916,25,0,18,12,303,0.12,0,2,1
942,946,912,28,1,17,13,310,0,0,2,0
943,945,912,24,1,18,13,296,0,0,1,0
944,927,909,26,0,17,13,309,0,0.14,1,1
945,948,916,25,0,18,13,303,0,0.12,1,2
946,945,927,42,1,21,13,319,0,0,0,1
947,932,909,24,1,17,13,322,0,0.13,0,2
948,944,912,29,0,17,12,314,0,0,0,1
949,932,924,25,1,18,12,342,0,0,0,1
950,927,921,26,1,17,12,294,0,0,0,1
951,932,909,24,0,18,13,306,0.15,0,1,1
952,945,912,28,1,17,12,305,0.13,0,1,0
953,947,913,26,1,18,13,330,0.11,0,2,0
954,945,912,27,0,17,12,307,0.12,0,2,0
955,947,926,25,1,17,12,346,0.13,0,3,0
956,946,912,30,0,18,12,313,0,0,2,0
957,931,910,24,0,18,12,295,0,0,2,0
958,927,910,26,1,18,13,296,-0.26,0.12,0,0
959,942,912,26,1,17,13,305,-0.2,0.28,-1,3
960,943,912,30,0,18,13,311,0,0,-1,2
961,930,910,25,1,18,13,296,0,0,-1,1
962,927,909,27,1,17,12,296,0,0,0,1
963,930,909,24,1,17,12,294,0,0,0,1
964,927,909,26,0,17,12,296,0,0,0,0
965,937,910,23,1131,18,19,298,0.21,0,1,0
966,945,912,26,1,17,14,305,0.19,0.12,2,1
967,942,912,27,1,17,13,304,0.17,0.11,3,2
968,942,912,29,1,17,12,304,0.15,0,4,1
969,949,917,26,0,17,13,310,0,0,3,1
970,927,909,26,0,18,9,297,0,0,0,0
971,930,909,24,0,18,9,295,0,0,0,0
972,927,909,26,0,17,10,297,0,0,0,0
973,930,909,24,1,17,12,295,0,0,0,0
974,929,909,27,1,17,11,304,0,0,0,0
975,947,909,23,1,17,11,295,0,0,0,0
976,927,909,27,1,17,11,296,0,0,0,0
977,932,909,23,1,17,11,295,0,0,0,0
978,927,909,27,1,17,12,296,0.15,0,1,0
979,954,929,28,0,20,13,326,0.21,0.31,2,2
980,958,920,29,1,17,13,306,-0.17,-0.26,0,0
981,942,929,27,1,18,13,307,0,-0.1,0,0
982,947,913,27,0,18,12,304,0,-0.17,0,-2
983,946,912,28,1,17,12,314,0,-0.32,0,-4
984,946,930,30,1,17,12,341,0.12,0,0,-3
985,945,912,25,0,18,13,308,-0.25,0,-1,-2
986,947,926,32,1,19,13,316,-0.17,0.19,-2,0
987,943,912,28,1,17,12,312,0,0,-1,0
988,931,912,27,1,17,12,324,0,0,-1,0
989,927,909,24,1,18,13,295,0,0,-1,0
990,930,927,30,1,18,12,319,0,0,0,0
991,927,909,24,0,18,9,302,0,0,0,0
992,931,910,26,1,17,10,305,0,0,0,0
993,927,909,24,1,18,10,297,0,0,0,0
994,937,909,26,1,17,10,295,0,0,0,0
995,927,909,24,1,18,9,296,0,0,0,0
996,931,910,26,0,18,9,305,0,0,0,0
997,927,909,24,0,18,10,294,0,0,0,0
998,930,909,26,1,18,12,296,0,0,0,0
999,927,909,24,0,18,11,295,0,0,0,0
avg,939.844,913.808,26.618,4.182,17.604,11.96,305.336,,,,
max,972,935,47,1131,23,27,356,,,,
min ,915,909,22,0,15,9,261,,,,
,,,,,,,,,,,
,,,,,,,,,,,
deadline,6000,6000,6000,6000,5000,7000,8000,,,,
