timestamp,x,y
0.0,963.0,163.0
0.01,962.8622438114381,162.72448762287624
0.02,962.7244876228763,162.4489752457525
0.03,962.5867314343144,162.17346286862875
0.04,962.4489752457525,161.897950491505
0.05,962.3112190571907,161.62243811438125
0.06,962.1734628686287,161.3469257372575
0.07,962.0357066800668,161.07141336013373
0.08,961.8844567242437,160.88445672424373
0.09,961.7284853578268,160.72848535782683
0.1,961.5725139914099,160.57251399140992
0.11,961.416542624993,160.416542624993
0.12,961.2605712585761,160.26057125857614
0.13,961.1045998921593,160.10459989215923
0.14,960.9043983907876,160.0
0.15,960.6141378164907,160.0
0.16,960.3238772421938,160.0
0.17,960.0336166678969,160.0
0.18,959.7433560936,160.0
0.19,959.4530955193031,160.0
0.2,959.1628349450062,160.0
0.21,958.8725743707093,160.0
0.22,958.5823137964124,160.0
0.23,958.2920532221156,160.0
0.24,958.0017926478187,160.0
0.25,957.7500854352401,160.0
0.26,957.4986178077017,160.0
0.27,957.2471501801634,160.0
0.28,956.9787806818516,160.0
0.29,955.87231815987,160.25536368025988
0.3,955.2586043925494,161.4827912149013
0.31,954.2638993023961,162.0
0.32,952.9925608589929,162.00743914100707
0.33,951.9157046979866,163.0
0.34,951.2859576895936,163.0
0.35000000000000003,950.2940091881725,163.0
0.36,946.9821189313416,163.0
0.37,945.3309242537528,163.22302524874905
0.38,941.5731816443595,164.47560611854684
0.39,939.2762300156184,165.0
0.4,938.0396303472946,165.9603696527053
0.41000000000000003,936.7940099227901,167.20599007720986
0.42,935.7747466469085,168.0
0.43,935.1405240953835,168.0
0.44,934.678520691998,168.3214793080021
0.45,934.2655369679306,168.73446303206939
0.46,933.7696851689506,169.0
0.47000000000000003,933.1245961949584,169.0
0.48,929.9912814248786,169.0
0.49,928.7848059364217,169.21519406357834
0.5,927.486922736749,170.0
0.51,925.4269892377479,170.0
0.52,924.0345131169408,170.0
0.53,922.3327591913554,170.44482720576306
0.54,918.923665968273,172.5381670158635
0.55,917.2684399315712,173.7315600684289
0.56,916.0014494281021,174.99855057189797
0.5700000000000001,912.5171079283605,176.24144603581976
0.58,910.5107851631244,177.97842967375115
0.59,907.6300141226316,179.78999529245615
0.6,905.9959307224216,180.0040692775784
0.61,904.7261635082738,181.27383649172629
0.62,903.885845220211,182.0
0.63,903.5739129270723,182.0
0.64,903.2619806339337,182.0
0.65,902.9500483407952,182.0
0.66,902.6381160476566,182.0
0.67,902.326183754518,182.0
0.68,902.0142514613794,182.0
0.6900000000000001,900.7440543574594,183.25594564254064
0.7000000000000001,899.5224214096389,184.47757859036113
0.71,896.9449821589162,185.0
0.72,895.0230410459488,185.0
0.73,892.8946242962403,186.0
0.74,892.2606845267334,186.0
0.75,891.6267447572266,186.0
0.76,890.9857830605663,186.01421693943377
0.77,889.8707439929406,187.0
0.78,889.2639906259493,187.0
0.79,886.9221724641917,187.69260917860277
0.8,884.0553076946876,189.94469230531234
0.81,877.9112573013157,191.0
0.8200000000000001,872.1425869179134,191.46435327052166
0.8300000000000001,863.9283877050725,192.0
0.84,859.9367990264059,192.0
0.85,856.0845335159021,192.45773324204896
0.86,852.0270986027265,194.0
0.87,850.8583958630528,194.14160413694722
0.88,850.6090910603899,194.39090893961009
0.89,850.359786257727,194.64021374227295
0.9,850.1104814550642,194.8895185449358
0.91,850.0,195.7195428078499
0.92,849.9943744643122,197.0
0.93,849.374557115413,197.0
0.9400000000000001,847.5241639742716,197.49194534190949
0.9500000000000001,844.467117827014,198.0
0.96,843.0274955454365,198.97250445456345
0.97,841.0978093149271,201.22554767126823
0.98,836.071110633034,202.4822223417415
0.99,831.1940440267128,203.7014889933218
1.0,826.9529343235765,207.0352992573176
1.01,822.7546909157711,210.2453090842289
1.02,821.0272748748523,211.48636256257382
1.03,817.102851374912,213.44857431254397
1.04,813.9693006141916,218.0153496929042
1.05,809.3596030392309,220.64039696076912
1.06,804.9519851783233,224.5360111162575
1.07,801.5492282503121,228.17615762453173
1.08,796.2220949995528,232.82232400035775
1.09,793.2955554310682,233.70444456893173
1.1,789.6509270932628,236.8993819378248
1.11,787.2576884608261,238.74231153917393
1.12,785.1201645077358,240.87983549226425
1.1300000000000001,781.7349917499175,243.2650082500825
1.1400000000000001,780.0242183872682,245.46367241909775
1.1500000000000001,778.2651929235457,249.93922830581732
1.16,776.0081287630402,252.9918712369598
1.17,774.1827402326276,257.4086298836862
1.18,770.041614918532,259.95838508146795
1.19,768.2384428691578,263.2846713925267
1.2,765.9796337861784,267.0407324276432
1.21,764.0,271.50225506555427
1.22,763.4896359938067,274.53109201857984
1.23,762.2299800149142,277.5400399701715
1.24,756.9749454949945,281.15032703003334
1.25,755.3844961702381,288.23100765952375
1.26,751.6483549157842,294.3516450842158
1.27,749.2566684732362,299.716657633819
1.28,745.9676101739055,306.0215932173963
